DOCTNMBR,REPTTYPE,CRSHDATE,NTFYHOUR,CNTYNAME,MUNINAME,MUNITYPE,LOCTYPE,ONHWY,ONHWYSYS,ONHWYDIR,ONHWYTYP,ONSTR,ATHWY,ATHWYSYS,ATHWYDIR,ATHWYTYP,ATSTR,INTDIR,INTDIS,LATDECDG,LONDECDG,CRSHTYPE,RLTNRDWY,MNRCOLL,HWYCLASS,INJSVR,TOTVEH,TOTMOT,TOTNMT,TOTINJ,TOTFATL,ALCFLAG,BIKEFLAG,BUSFLAG,CONSZONE,CMVFLAG,CYCLFLAG,DISTFLAG,DRUGFLAG,INJTRNS,MOPFLAG,PEDFLAG,SFTYFLAG,SPEEDFLAG,TEENDRVR,RDWY_LINK_ID,RDWY_LINK_OSET,LINK_HIST_FLAG
1KL07GNQ9K,DT4000,9/7/2018,23,DANE,MIDDLETON,C,PL,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,W,0.0138,43.09012753,-89.52493159,MVIT,PARK,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4842408,585,
24L049LVNS,DT4000,9/8/2018,14,DANE,CROSS PLAINS,V,PL,,,,,GLACIER EDGE SQ,14,USH,WB,,,N,0.0379,43.11110429,-89.64267301,MVIT,ON,RTS,R CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4837043,200,
1KL05WRB2H,DT4000,9/8/2018,21,DANE,MIDDLETON,C,N,,,,,MIDDLETON ST,,,,,POND VIEW RD,N,0.0398,43.09169845,-89.50877358,PKVEH,ON,FTR,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4851157,210,
02L0XWW196,DT4000,9/9/2018,2,DANE,CROSS PLAINS,T,N,,,,,AIRPORT RD,,,,,ENCHANTED VALLEY RD,W,0.27,43.11371538,-89.60558429,DITCH,RTSH,NO,R TOWN,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5253202,5762,
1KL07MLVP9,DT4000,9/9/2018,14,DANE,MIDDLETON,C,PL,,,,,MAYFLOWER DR,MS,CTH,NB,,UNIVERSITY AVE,N,0.0405,43.09758994,-89.49803908,MVIT,PARK,RTS,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4849538,214,
1KL07GNQ9L,DT4000,9/9/2018,16,DANE,MIDDLETON,C,I,M,CTH,WB,,CENTURY AVE,,,,,ALLEN CT,,0,43.10456008,-89.48684859,MVIT,ON,FTR,U CITY,C,2,3,0,1,0,,,,,,,,,,,,,,,5064246,0,
1KL06SX4J6,DT4000,9/12/2018,18,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,BRISTOL ST,,0,43.09697011,-89.50661319,MVIT,ON,FTS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,Y,4841792,456,
02L0Z426WD,DT4000,9/12/2018,21,DANE,CROSS PLAINS,T,I,P,CTH,SB,,,,,,,MINERAL POINT RD W (2),S,0.0011,43.0607154,-89.65576172,MVIT,ON,FTS,R CTH,O,2,3,0,0,0,,,,,,,Y,,,,,,,,4824403,428,
02L0Z1L4PW,DT4000,9/13/2018,20,DANE,CROSS PLAINS,T,N,P,CTH,SB,,,,,,,MINERAL POINT RD W (2),S,0.161,43.05839884,-89.65578031,MVIT,ON,SSO,R CTH,O,2,3,0,0,0,,,,,,,,,Y,,,,,,4824403,1828,
1KL07GNQ9M,DT4000,9/15/2018,13,DANE,MIDDLETON,C,N,Q,CTH,NB,,,,,,,SHORECREST DR,,0,43.11637961,-89.47162784,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4840662,0,
1KL074SFCK,DT4000,9/16/2018,0,DANE,MIDDLETON,C,I,MS,CTH,WB,,,Q,CTH,NB,,ALLEN BLVD,E,0.0055,43.08974204,-89.48597618,TFSIGN,LTSH,NO,U CITY,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4842541,607,
02L0Z426WF,DT4000,9/16/2018,8,DANE,CROSS PLAINS,V,I,,,,,EULALIA ST,,,,,LEWIS ST,S,0.0341,43.11271607,-89.6434826,MVIT,ON,FTF,R CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4819488,708,
02L0Z426WH,DT4000,9/17/2018,7,DANE,CROSS PLAINS,T,N,S,CTH,EB,,,,,,,CAMEL HILL RD,E,0.1932,43.06035735,-89.61274315,MVIT,ON,FTR,R CTH,B,3,3,0,1,0,,,,,,,,,,,,,Y,,4848819,1020,
02L0Z426WK,DT4000,9/19/2018,22,DANE,CROSS PLAINS,T,I,S,CTH,NB,,,P,CTH,NB,,,,0,43.03480516,-89.66602714,GR FAC,ON,NO,R CTH,C,1,1,0,1,0,,,,,,,,,Y,,,,Y,,5009930,1838,
1KL07FFP42,DT4000,9/20/2018,10,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,WB,,,E,0.0119,43.09684052,-89.51616538,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314677,721,
1KL0607D7K,DT4000,9/20/2018,11,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,Q,CTH,WB,,ALLEN BLVD,,0,43.08979661,-89.48605773,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4821155,827,
1KL07MLVPG,DT4000,9/25/2018,7,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,LAURA LN,W,0.0439,43.11142071,-89.51534386,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5098599,414,
1KL079QKW6,DT4000,9/25/2018,16,DANE,MIDDLETON,C,I,M,CTH,WB,,CENTURY AVE,,,,,FRANK LLOYD WRIGHT AVE,S,0.0212,43.10619687,-89.49796926,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819929,112,
1KL079QKW7,DT4000,9/26/2018,15,DANE,MIDDLETON,C,I,,,,,MURPHY DR,,,,,DEMING WAY,W,0.025,43.09849582,-89.52337961,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4829754,1045,
02L0XZ428B,DT4000,9/27/2018,8,DANE,CROSS PLAINS,T,N,14,USH,WB,,,,,,,ROCKY DELL RD,W,0.1504,43.09600556,-89.61445296,MVIT,ON,FTR,R STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314157,1653,
1KL079QKW8,DT4000,9/27/2018,17,DANE,MIDDLETON,C,I,,,,,MIDDLETON ST,MS,CTH,,,UNIVERSITY AVE,S,0.0098,43.09679077,-89.50832867,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,,4841878,282,
1KL079QKW9,DT4000,9/27/2018,18,DANE,MIDDLETON,C,I,Q,CTH,NB,,ALLEN BLVD,,,,,MIDDLETON SPRINGS DR,,0,43.10318118,-89.48628392,MVIT,ON,FTS,U CITY,O,3,4,0,0,0,,,,,,,,,,,,,,,4820033,0,
1KL079QKWB,DT4000,9/29/2018,11,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (1),,,,,FRANKLIN AVE,S,0.0328,43.09771829,-89.51151505,PKVEH,PARK,NO,U CITY,B,3,1,0,1,0,,,,,,,,,,,,,Y,,4820423,317,
1KL07MLVPJ,DT4000,9/30/2018,9,DANE,MIDDLETON,C,N,14,USH,WB,R,,,,,,PARMENTER ST (2),S,0.0278,43.10202677,-89.51222075,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314771,1979,
1KL07MLVPK,DT4000,9/30/2018,15,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,TF SIG,R SIDE,NO,U CITY,O,1,1,0,0,0,,,,,Y,,,,,,,,,,4841808,331,
1KL079QKWC,DT4000,10/1/2018,6,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,SCHNEIDER RD,S,0.1341,43.11923944,-89.51503862,CONC B,RTSH,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,Y,,5539664,311,
1KL079QKWD,DT4000,10/1/2018,11,DANE,MIDDLETON,C,N,12,USH,EB,,,14,USH,EB,,,N,0.0809,43.0978364,-89.51592188,CONC B,RTSH,NO,U STH,C,1,1,0,1,0,,,,,,,,,,,,,,Y,5314627,1925,
1KL074SFCP,DT4000,10/1/2018,17,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,W,0.0049,43.09012951,-89.52475361,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4842408,633,
02L0Z90C4W,DT4000,10/2/2018,7,DANE,MIDDLETON,T,I,,,,,PIONEER RD,S,CTH,WB,,,N,0.0042,43.06026607,-89.57162845,MVIT,ON,FTS,R TOWN,O,2,3,0,0,0,,,,,,,,,,,,,,Y,5091574,22,
1KL07GNQ9P,DT4000,10/3/2018,12,DANE,MIDDLETON,C,I,,,,,NORTH AVE,,,,,PARK LAWN,,0,43.09927378,-89.5042132,OT PST,ON,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,4820251,621,
1KL07BZLZH,DT4000,10/3/2018,16,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,WESTPOINT RD,E,0.0949,43.11192231,-89.46490627,MVIT,ON,FTR,U CITY,O,3,3,0,0,0,,,,,,,,,,,,,,Y,5084389,501,
1KL074SFCR,DT4000,10/4/2018,16,DANE,MIDDLETON,C,I,14,USH,EB,,,,,,,PLEASANT VIEW RD,,0,43.09638419,-89.53482925,MVIT,ON,FTS,U STH,B,2,3,0,3,0,,,,,,,,,,,,,,Y,5455239,0,
1KL07FFP43,DT4000,10/5/2018,7,DANE,MIDDLETON,C,I,,,,,PARMENTER ST (1),M,CTH,SB,,CENTURY AVE,,0,43.11152757,-89.50960415,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4848721,0,
1KL07MLVPL,DT4000,10/5/2018,9,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841808,331,
1KL079QKWG,DT4000,10/5/2018,18,DANE,MIDDLETON,C,N,MS,CTH,WB,,UNIVERSITY AVE,,,,,CAYUGA ST,,0,43.09678724,-89.51412356,MVIT,ON,FTS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,Y,4841813,1084,
1KL07MLVPM,DT4000,10/6/2018,13,DANE,MIDDLETON,C,I,MS,CTH,EB,,,,,,,PARMENTER ST (1),W,0.0214,43.09684092,-89.51195575,MVIT,ON,SSS,U CITY,O,2,6,0,0,0,,,,,,,,,,,,,,,4841812,217,
1KL07LCTKK,DT4000,10/7/2018,21,DANE,MIDDLETON,C,I,Q,CTH,NB,,,M,CTH,EB,,CENTURY AVE,,0,43.11180036,-89.47165277,TF SIG,ON,NO,U CITY,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,Y,,4840893,0,
1KL07SK13C,DT4000,10/8/2018,16,DANE,MIDDLETON,C,N,,,,,N HIGH POINT RD,,,,,COBBLESTONE CIR,N,0.0146,43.0918355,-89.51875131,PKVEH,ON,SSS,U CITY,O,2,1,0,0,0,Y,,,,,,Y,,,,,,,,4842262,77,
24L08CTJNP,DT4000,10/9/2018,18,DANE,CROSS PLAINS,V,N,,,,,WILSON ST,,,,,PARK ST,N,0.0222,43.11517665,-89.65159995,PKVEH,ON,SSS,R CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,Y,,,4819354,117,
1KL06H1TJQ,DT4000,10/10/2018,5,DANE,MIDDLETON,C,N,12,USH,WB,,,,,,,GREENWAY BLVD,,0,43.09017434,-89.52063248,BRRAIL,RTSH,NO,U STH,O,1,1,0,0,0,,,,,,,,,,,,,,,5542154,572,Y
1KL07GNQ9Q,DT4000,10/10/2018,6,DANE,MIDDLETON,C,N,,,,,MAYWOOD AVE,,,,,AMHERST RD,E,0.022,43.10005189,-89.49057359,MVIT,ON,SSS,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4820204,1148,
1KL06SX4JB,DT4000,10/10/2018,17,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.01,43.09685499,-89.51133304,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,Y,4841808,53,
1KL06SX4JD,DT4000,10/10/2018,22,DANE,MIDDLETON,C,N,,,,,N HIGH POINT RD,,,,,MEADOW CT,S,0.0134,43.0922588,-89.5184497,OBNFX,ON,NO,U CITY,O,1,1,0,0,0,UNKN,,,,,,Y,UNKN,,,,Y,,,4842262,251,
1KL06SX4JC,DT4000,10/11/2018,17,DANE,MIDDLETON,C,N,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),E,0.0348,43.09687061,-89.51084111,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841808,184,
1KL079QKWJ,DT4000,10/12/2018,10,DANE,MIDDLETON,C,PL,M,CTH,EB,,CENTURY AVE,,,,,BRANCH ST,E,0.0131,43.10423818,-89.4923987,PED,PARK,NO,U CITY,C,1,1,1,1,0,,,,,,,,,,,Y,,,,4819977,69,
1KL07SK13F,DT4000,10/12/2018,15,DANE,MIDDLETON,C,I,,,,,DEMING WAY,,,,,DEMING WAY,,0,43.09693499,-89.5235635,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,5040838,0,
1KL063XHKG,DT4000,10/13/2018,9,DANE,MIDDLETON,C,N,,,,,PARMENTER ST (1),,,,,PARMENTER ST (2),N,0.0735,43.10327333,-89.51137919,BRRAIL,O ROW,NO,U CITY,C,1,1,0,1,0,,,,,,,,,Y,,,,,,4848723,979,
1KL07W13B3,DT4000,10/13/2018,17,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,SSS,U CITY,A,2,2,0,2,0,,,,,,,,,Y,,,,,,4841808,331,
02L0Z90C4X,DT4000,10/13/2018,21,DANE,CROSS PLAINS,T,N,14,USH,EB,,,,,,,WESTVIEW CT,S,0.5,43.10295691,-89.63461423,MVIT,ON,FTR,R STH,O,2,3,0,0,0,,,,,,,,,,,,,,,5455235,1115,
1KL063XHKH,DT4000,10/14/2018,14,DANE,MIDDLETON,C,N,,,,,PLEASANT VIEW RD,,,,,FAIRWAY PL,N,0.0506,43.10389226,-89.53619253,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,Y,,,Y,,,,,,5036724,267,
1KL07BZLZJ,DT4000,10/15/2018,8,DANE,MIDDLETON,C,N,,,,,RAMSEY RD,,,,,ASSOCIATES WAY,W,0.0759,43.11504377,-89.49621569,PKVEH,ON,FTR,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,5036588,741,
1KL063XHKJ,DT4000,10/15/2018,9,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,AIRPORT RD,E,0.0352,43.11140974,-89.51599085,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,5098599,163,
1KL079QKWH,DT4000,10/17/2018,7,DANE,MIDDLETON,C,I,,,,,DISCOVERY DR,,,,,UW HEALTH CT,E,0.0074,43.10151103,-89.51820684,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5121375,39,
1KL07SK13G,DT4000,10/17/2018,12,DANE,MIDDLETON,C,PL,,,,,DEMING WAY,,,,,MURPHY DR,E,0.0777,43.09851822,-89.52153821,MVIT,PARK,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5120288,401,
1KL07BZLZK,DT4000,10/18/2018,8,DANE,MIDDLETON,C,I,,,,,MENDOTA AVE,Q,CTH,EB,,ALLEN BLVD,,0,43.09629961,-89.48597307,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,Y,4820464,0,
1KL07BZLZL,DT4000,10/18/2018,12,DANE,MIDDLETON,C,N,,,,,DEMING WAY,,,,,HOLIDAY AVE,S,0.0402,43.08795006,-89.52779606,MVIT,ON,FTR,U CITY,C,2,2,0,2,0,,,,,,,Y,,,,,,,,4828132,719,
1KL07SK13K,DT4000,10/22/2018,11,DANE,MIDDLETON,C,N,,,,,HUBBARD AVE,,,,,MIDDLETON ST,W,0.0782,43.09528116,-89.50988798,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,Y,4820580,455,
1KL07SK13L,DT4000,10/23/2018,7,DANE,MIDDLETON,C,N,12,USH,WB,R,,,,,,AIRPORT RD,W,0.1419,43.11150353,-89.51868312,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5321342,347,
1KL07FFP44,DT4000,10/23/2018,16,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,WB,,,E,0.0489,43.09687654,-89.51543428,MVIT,ON,FTR,U STH,O,3,3,0,0,0,,,,,,,,,,,,,,Y,5515605,20,
1KL07FFP45,DT4000,10/23/2018,16,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,TOMAHAWK CT,E,0.0165,43.10661181,-89.48255521,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,5064494,87,
02L0Z1L4Q6,DT4000,10/23/2018,18,DANE,MIDDLETON,T,N,,,,,PLAINFIELD RD,,,,,PLAINFIELD CT,W,0.018,43.11208256,-89.58755569,MVIT,ON,RTS,R TOWN,O,2,2,0,0,0,,,,,,,,,,,,,,,4819489,295,
1KL063XHKL,DT4000,10/24/2018,8,DANE,MIDDLETON,C,N,12,USH,EB,R,,14,USH,WB,,,E,0.0199,43.09699616,-89.51864641,MVIT,ON,FTR,U STH,C,2,3,0,1,0,,,,,,,,,,,,,,,5314295,192,
1KL07BZLZP,DT4000,10/24/2018,8,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,,0,43.09013059,-89.52465651,MVIT,ON,FTS,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4842406,0,
1KL07LCTKL,DT4000,10/24/2018,16,DANE,MIDDLETON,C,N,MS,CTH,EB,,UNIVERSITY AVE,,,,,MAYFLOWER DR,W,0.0174,43.09700793,-89.49840367,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,4841791,92,
1KL07SK13M,DT4000,10/25/2018,11,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,,,,,HIGH RD,,0,43.10898043,-89.50174641,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,Y,,,,,,,,,,4819644,0,
1KL07TS26Q,DT4000,10/25/2018,17,DANE,MIDDLETON,C,PP,,,,,GRABER RD,,,,,PARMENTER ST (1),E,0.1701,43.11742223,-89.50919704,PKVEH,PARK,UNKN,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4840590,898,
1KL07SK13N,DT4000,10/25/2018,22,DANE,MIDDLETON,C,N,12,USH,EB,R,,,,,,GREENWAY BLVD,N,0.1614,43.09141454,-89.52125451,GR FAC,RTSH,NO,U STH,O,1,2,0,0,0,,,,,,,,,,,,,,,5515743,1470,
1KL07SK13P,DT4000,10/26/2018,8,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,BASKERVILLE AVE,E,0.0572,43.10842155,-89.47882555,MVIT,ON,FTR,U CITY,O,3,3,0,0,0,,,,,,,,,,,,,,,4851138,302,
1KL079QKWK,DT4000,10/27/2018,12,DANE,MIDDLETON,C,I,MS,CTH,EB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4841808,331,
02L0Z1L4QC,DT4000,10/29/2018,7,DANE,CROSS PLAINS,T,N,14,USH,EB,,,,,,,ROCKY DELL RD,,0,43.09537251,-89.61160227,MVIT,ON,FTR,R STH,B,2,2,0,2,0,,,,,,,,,,,,,,,5314157,0,
1KL063XHKM,DT4000,10/31/2018,6,DANE,MIDDLETON,C,I,14,USH,WB,,,,,,,DEMING WAY,,0,43.09693499,-89.5235635,MVIT,ON,FTS,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5488959,0,
1KL07TS26P,DT4000,10/31/2018,17,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,Q,CTH,SB,,,,0,43.11180036,-89.47165277,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,,4819565,0,
24L04BTWS1,DT4000,11/1/2018,8,DANE,CROSS PLAINS,V,N,14,USH,WB,,MAIN ST,,,,,EAST ST,W,0.0066,43.11437596,-89.65532091,OT PST,RTSH,NO,R STH,O,1,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4819383,35,
1KL079QKWL,DT4000,11/2/2018,16,DANE,MIDDLETON,C,I,M,CTH,EB,,CENTURY AVE,,,,,FRANK LLOYD WRIGHT AVE,,0,43.10641375,-89.49826576,MVIT,ON,FTF,U CITY,B,2,4,0,1,0,,,,,,,,,Y,,,,,,4819837,296,
1KL07SK13R,DT4000,11/5/2018,16,DANE,MIDDLETON,C,I,,,,,GREENWAY BLVD,,,,,JOHN Q HAMMONS DR,W,0.0066,43.09012913,-89.52478779,MVIT,ON,FTR,U CITY,O,2,4,0,0,0,,,,,,,Y,,,,,,,,4842408,624,
1KL07LCTKN,DT4000,11/5/2018,17,DANE,MIDDLETON,C,I,Q,CTH,NB,,ALLEN BLVD,M,CTH,EB,,CENTURY AVE,,0,43.10456008,-89.48684859,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,Y,,,,,,,,4820033,0,
1KL07RB003,DT4000,11/5/2018,17,DANE,MIDDLETON,C,I,,,,,BRANCH ST,,,,,MAYWOOD AVE,,0,43.10036727,-89.49352392,MVIT,ON,FTS,U CITY,C,2,2,0,1,0,,,,,,,,,,,,,,,4820189,341,
1KL07SK13Q,DT4000,11/5/2018,17,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,EB,,,S,0.0081,43.09664123,-89.52355154,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,Y,,,,,,,,5063870,530,
1KL05WRB2L,DT4000,11/8/2018,8,DANE,MIDDLETON,C,I,,,,,DEMING WAY,14,USH,WB,,,N,0.0021,43.09696294,-89.52357403,MVIT,ON,FTS,U CITY,O,2,4,0,0,0,,,,,,,,,,,,,,Y,5040838,11,
1KL07W13B5,DT4000,11/8/2018,10,DANE,MIDDLETON,C,I,,,,,MENDOTA AVE,Q,CTH,EB,,ALLEN BLVD,,0,43.09629961,-89.48597307,MVIT,ON,FTS,U CITY,B,2,4,0,2,0,,,,,,,,,,,,,,,4820464,0,
1KL07TS26R,DT4000,11/9/2018,7,DANE,MIDDLETON,C,I,,,,,GREENBRIAR RD,,,,,PARMENTER ST (1),E,0.0064,43.12455517,-89.5124364,MVIT,ON,SSS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,5098637,34,
1KL06SX4JH,DT4000,11/9/2018,17,DANE,MIDDLETON,C,N,,,,,GREENWAY BLVD,12,USH,EB,,,W,0.0856,43.09015075,-89.52257644,MVIT,ON,FTR,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4842406,554,
1KL07FFP46,DT4000,11/9/2018,21,DANE,MIDDLETON,C,PL,,,,,BRISTOL ST,,,,,NORTH AVE,N,0.0595,43.10009596,-89.50649275,MVIT,PARK,SSO,U CITY,O,2,1,0,0,0,,,,,,,,,,,,,,,4820257,682,
1KL07SK13S,DT4000,11/10/2018,10,DANE,MIDDLETON,C,N,M,CTH,WB,,CENTURY AVE,,,,,TOMAHAWK CT,E,0.0305,43.10672404,-89.48232304,MVIT,ON,SSS,U CITY,O,3,3,0,0,0,,,,,,,,,,,,,Y,Y,5064494,161,
1KL07BZLZV,DT4000,11/12/2018,13,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,BASKERVILLE AVE,E,0.05,43.10836418,-89.47894401,MVIT,ON,FTR,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,,4851138,264,
1KL07SK13T,DT4000,11/14/2018,15,DANE,MIDDLETON,C,PL,,,,,JOHN Q HAMMONS DR,,,,,GREENWAY BLVD,S,0.0326,43.08965982,-89.52463322,PKVEH,OFF,SSS,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4821208,585,
1KL07TS26T,DT4000,11/14/2018,16,DANE,MIDDLETON,C,I,,,,,VALLEY RIDGE RD,M,CTH,SB,,CENTURY AVE,,0,43.11046616,-89.47463927,MVIT,ON,FTR,U CITY,C,2,2,0,1,0,,,,,,,Y,,,,,,,,4819566,0,
1KL07TS26V,DT4000,11/15/2018,8,DANE,MIDDLETON,C,I,Q,CTH,NB,,ALLEN BLVD,,,,,MENDOTA AVE,,0,43.09629961,-89.48597307,MVIT,ON,FTR,U CITY,B,2,3,0,3,0,,,,,,,,,,,,Y,,,4820463,0,
1KL07W13B8,DT4000,11/15/2018,11,DANE,MIDDLETON,C,I,MS,CTH,WB,,UNIVERSITY AVE,,,,,PARMENTER ST (1),,0,43.09684873,-89.51153003,MVIT,ON,FTR,U CITY,C,2,3,0,1,0,,,,,,,Y,,,,,,,,4841808,331,
1KL079QKWM,DT4000,11/16/2018,16,DANE,MIDDLETON,C,N,MS,CTH,WB,,,,,,,GATEWAY NORTH,S,0.0246,43.09216537,-89.48957669,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,,Y,5500199,130,
1KL05WRB2M,DT4000,11/18/2018,15,DANE,MIDDLETON,C,N,,,,,BRISTOL ST,MS,CTH,SB,,UNIVERSITY AVE,S,0.0248,43.09661242,-89.50663011,PKVEH,ON,NO,U CITY,O,2,1,0,0,0,UNKN,,,,,,,UNKN,,,,,,,4820488,131,
1KL079QKWN,DT4000,11/18/2018,15,DANE,MIDDLETON,C,N,,,,,N HIGH POINT RD,,,,,SUNSET CT,N,0.0229,43.08962857,-89.51938981,CURB,MED B,NO,U CITY,O,1,1,0,0,0,,,,,,,,,,,,,,,4842489,120,
1KL079QKWP,DT4000,11/20/2018,17,DANE,MIDDLETON,C,N,14,USH,WB,,,12,USH,WB,,,,0,43.09675396,-89.51560549,MVIT,ON,FTR,U STH,O,2,2,0,0,0,,,,,,,,,,,,,,,5314540,689,
1KL062PGFS,DT4000,11/21/2018,6,DANE,MIDDLETON,C,N,M,CTH,EB,,CENTURY AVE,,,,,SUNRISE CT,W,0.0093,43.1099054,-89.47587984,MVIT,ON,FTS,U CITY,O,2,2,0,0,0,UNKN,,,,,,,UNKN,,,,,,Y,4840988,114,
1KL07W13B9,DT4000,11/21/2018,16,DANE,MIDDLETON,C,I,,,,,PARK ST,,,,,HIGH RD,S,0.0114,43.10885221,-89.5018895,MVIT,ON,FTF,U CITY,O,2,2,0,0,0,,,,,,,,,,,,,Y,,4829759,60,
1KL05WRB2N,DT4000,11/23/2018,10,DANE,MIDDLETON,C,N,,,,,CALLA PASS,,,,,YUKON WAY,W,0.057,43.12431361,-89.50418223,PKVEH,ON,NO,U CITY,O,2,3,0,0,0,,,,,,,,,,,,,,Y,5259181,376,
