road,loopNum
intersection_472,l35
intersection_472,l36
intersection_472,l37
intersection_472,l38
intersection_472,l39
intersection_472,l40
intersection_472,l41
intersection_472,l42
intersection_472,l43
intersection_472,l44
intersection_472,l45
intersection_472,l46
intersection_472,l47
intersection_472,l48
intersection_472,l49
intersection_472,l50
intersection_472,l51
intersection_472,l52
intersection_472,l53
intersection_472,l54
intersection_472,l55
intersection_472,l56
intersection_472,l57
intersection_472,l58
intersection_472,l59
intersection_472,l60
intersection_472,l61
intersection_472,l62
intersection_472,l63
intersection_472,l64
intersection_472,l65
intersection_472,l66
intersection_472,l67
intersection_472,l68
intersection_472,l69
intersection_472,l70
intersection_472,l71
intersection_472,l72
intersection_472,l73
intersection_472,l74
intersection_472,l75
intersection_472,l76
intersection_472,l77
intersection_472,l78
intersection_472,l79
intersection_472,l80
intersection_472,l81
intersection_472,l82
intersection_472,l83
intersection_472,l84
intersection_472,l85
intersection_472,l86
intersection_472,l87
intersection_472,l88
intersection_472,l89
intersection_472,l90
intersection_472,l91
intersection_472,l92
intersection_472,l93
intersection_472,l94
intersection_472,l95
intersection_472,l96
intersection_472,l97
intersection_472,l98
intersection_472,l99
intersection_472,l100
intersection_472,l101
intersection_472,l102
intersection_472,l103
intersection_472,l104
intersection_472,l105
intersection_472,l106
intersection_472,l107
intersection_472,l108
intersection_472,l109
intersection_472,l110
intersection_472,l111
intersection_472,l112
intersection_472,l113
intersection_472,l114
intersection_472,l115
intersection_472,l116
intersection_472,l117
intersection_472,l118
intersection_472,l119
intersection_472,l120
intersection_472,l121
intersection_472,l122
intersection_472,l123
intersection_472,l124
intersection_472,l125
intersection_472,l126
intersection_472,l127
intersection_472,l128
intersection_472,l129
intersection_472,l130
intersection_472,l131
intersection_472,l132
intersection_472,l133
intersection_472,l134
intersection_472,l135
intersection_472,l136
intersection_472,l137
intersection_472,l138
intersection_472,l139
intersection_472,l140
intersection_472,l141
intersection_472,l142
intersection_472,l143
intersection_472,l144
intersection_472,l145
intersection_472,l146
intersection_472,l147
intersection_472,l148
intersection_472,l149
intersection_472,l150
intersection_472,l151
intersection_472,l152
intersection_472,l153
intersection_472,l154
intersection_472,l155
intersection_472,l156
intersection_472,l157
intersection_472,l158
intersection_472,l160
intersection_472,l161
intersection_472,l162
intersection_472,l165
intersection_472,l166
intersection_472,l168
intersection_472,l169
intersection_472,l170
intersection_472,l171
intersection_472,l172
intersection_472,l173
